"Export for HP:0012823"
"Gene","Associated diseases"
"DPM2 (8818)","CONGENITAL DISORDER OF GLYCOSYLATION, TY... (OMIM:615042)"
"NDUFV1 (4723)","Isolated complex I deficiency (ORPHA:2609), MITOCHONDRIAL COMPLEX I DEFICIENCY (OMIM:252010)"
"NDUFS4 (4724)","Isolated complex I deficiency (ORPHA:2609), MITOCHONDRIAL COMPLEX I DEFICIENCY (OMIM:252010), LEIGH SYNDROME (OMIM:256000)"
"SLC39A8 (64116)","CONGENITAL DISORDER OF GLYCOSYLATION, TY... (OMIM:616721)"
"HESX1 (8820)","SEPTOOPTIC DYSPLASIA (OMIM:182230), Kallmann syndrome (ORPHA:478), Septo-optic dysplasia spectrum (ORPHA:3157), Combined pituitary hormone deficiencies,... (ORPHA:95494), Hypothyroidism due to deficient transcri... (ORPHA:226307), Pituitary stalk interruption syndrome (ORPHA:95496)"
"STAT1 (6772)","Autoimmune enteropathy and endocrinopath... (ORPHA:391487), MYCOBACTERIAL AND VIRAL INFECTIONS, SUSC... (OMIM:613796), IMMUNODEFICIENCY 31C (OMIM:614162), IMMUNODEFICIENCY 31A (OMIM:614892)"
"STAT2 (6773)","IMMUNODEFICIENCY 44 (OMIM:616636)"
"NDUFS6 (4726)","Isolated complex I deficiency (ORPHA:2609), MITOCHONDRIAL COMPLEX I DEFICIENCY (OMIM:252010)"
"STAT3 (6774)","AUTOIMMUNE DISEASE, MULTISYSTEM, INFANTI... (OMIM:615952), HYPER-IgE RECURRENT INFECTION SYNDROME, ... (OMIM:147060), Autosomal dominant hyper-IgE syndrome (ORPHA:2314), Permanent neonatal diabetes mellitus (ORPHA:99885)"
"SNORD118 (727676)","LEUKOENCEPHALOPATHY, BRAIN CALCIFICATION... (OMIM:614561)"
"NDUFS8 (4728)","Isolated complex I deficiency (ORPHA:2609), LEIGH SYNDROME (OMIM:256000)"
"NDUFV2 (4729)","Isolated complex I deficiency (ORPHA:2609), MITOCHONDRIAL COMPLEX I DEFICIENCY (OMIM:252010)"
"SLC52A3 (113278)","BULBAR PALSY, PROGRESSIVE, OF CHILDHOOD (OMIM:211500), BROWN-VIALETTO-VAN LAERE SYNDROME 1 (OMIM:211530), Riboflavin transporter deficiency (ORPHA:97229)"
"STIM1 (6786)","Stormorken-Sjaastad-Langslet syndrome (ORPHA:3204), MYOPATHY, TUBULAR AGGREGATE, 1 (OMIM:160565), Tubular aggregate myopathy (ORPHA:2593), IMMUNODEFICIENCY 10 (OMIM:612783)"
"GIF (2694)","INTRINSIC FACTOR DEFICIENCY (OMIM:261000)"
"IFIH1 (64135)","SINGLETON-MERTEN SYNDROME 1 (OMIM:182250), AICARDI-GOUTIERES SYNDROME 7 (OMIM:615846), Aicardi-Goutières syndrome (ORPHA:51)"
"NEFH (4744)","CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYP... (OMIM:616924), Amyotrophic lateral sclerosis (ORPHA:803)"
"CDKL5 (6792)","West syndrome (ORPHA:3451), Atypical Rett syndrome (ORPHA:3095), EPILEPTIC ENCEPHALOPATHY, EARLY INFANTIL... (OMIM:300672)"
"DNAAF3 (352909)","Primary ciliary dyskinesia (ORPHA:244), CILIARY DYSKINESIA, PRIMARY, 2 (OMIM:606763)"
"GJA1 (2697)","Syndactyly type 3 (ORPHA:93404), ALOPECIA CONGENITA WITH KERATOSIS PALMOP... (OMIM:104100), ATRIOVENTRICULAR SEPTAL DEFECT (OMIM:600309), OCULODENTODIGITAL DYSPLASIA, AUTOSOMAL R... (OMIM:257850), Oculodentodigital dysplasia (ORPHA:2710), CRANIOMETAPHYSEAL DYSPLASIA, AUTOSOMAL R... (OMIM:218400), HYPOPLASTIC LEFT HEART SYNDROME (OMIM:241550), Autosomal dominant palmoplantar keratode... (ORPHA:1010), Hypoplastic left heart syndrome (ORPHA:2248), Erythrokeratodermia variabilis (ORPHA:317), Craniometaphyseal dysplasia (ORPHA:1522), SYNDACTYLY, TYPE III (OMIM:186100), OCULODENTODIGITAL DYSPLASIA (OMIM:164200), ERYTHROKERATODERMIA VARIABILIS ET PROGRE... (OMIM:133200)"
"NEFL (4747)","CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYP... (OMIM:607684), CHARCOT-MARIE-TOOTH DISEASE, DEMYELINATI... (OMIM:607734)"
"TTBK2 (146057)","SPINOCEREBELLAR ATAXIA 11 (OMIM:604432), Spinocerebellar ataxia type 11 (ORPHA:98767)"
"GJA5 (2702)","CHROMOSOME 1q21.1 DELETION SYNDROME, 1.3... (OMIM:612474), Tetralogy of Fallot (ORPHA:3303), ATRIAL STANDSTILL 1 (OMIM:108770), ATRIAL FIBRILLATION, FAMILIAL, 11 (OMIM:614049)"
"GJA8 (2703)","Cataract-microcornea syndrome (ORPHA:1377), CHROMOSOME 1q21.1 DELETION SYNDROME, 1.3... (OMIM:612474), CATARACT 1, MULTIPLE TYPES (OMIM:116200)"
"GJB1 (2705)","CHARCOT-MARIE-TOOTH DISEASE, X-LINKED DO... (OMIM:302800), X-linked Charcot-Marie-Tooth disease typ... (ORPHA:101075)"
"GJB2 (2706)","KNUCKLE PADS, LEUKONYCHIA, AND SENSORINE... (OMIM:149200), Palmoplantar keratoderma-deafness syndro... (ORPHA:2202), KERATITIS-ICHTHYOSIS-DEAFNESS SYNDROME, ... (OMIM:148210), DEAFNESS, AUTOSOMAL DOMINANT NONSYNDROMI... (OMIM:601544), DEAFNESS, AUTOSOMAL RECESSIVE 1A (OMIM:220290), Knuckle pads-leukonychia-sensorineural d... (ORPHA:2698), KID syndrome (ORPHA:477), DEAFNESS, CONGENITAL, WITH KERATOPACHYDE... (OMIM:124500), KERATODERMA, PALMOPLANTAR, WITH DEAFNESS (OMIM:148350), DEAFNESS, X-LINKED 2 (OMIM:304400), Keratoderma hereditarium mutilans (ORPHA:494), ICHTHYOSIS, HYSTRIX-LIKE, WITH DEAFNESS (OMIM:602540)"
"GJB3 (2707)","DEAFNESS, AUTOSOMAL DOMINANT 2B (OMIM:612644), Erythrokeratodermia variabilis (ORPHA:317), DEAFNESS, AUTOSOMAL RECESSIVE 1A (OMIM:220290), ERYTHROKERATODERMIA VARIABILIS ET PROGRE... (OMIM:133200)"
"BMPR2 (659)","PULMONARY VENOOCCLUSIVE DISEASE 1, AUTOS... (OMIM:265450), PULMONARY HYPERTENSION, PRIMARY, 1 (OMIM:178600)"
"GANAB (23193)","POLYCYSTIC KIDNEY DISEASE 3 (OMIM:600666)"
"STXBP1 (6812)","EPILEPTIC ENCEPHALOPATHY, EARLY INFANTIL... (OMIM:612164), Dravet syndrome (ORPHA:33069)"
"PNPLA6 (10908)","Ataxia-hypogonadism-choroidal dystrophy ... (ORPHA:1180), Laurence-Moon syndrome (ORPHA:2377), Cerebellar ataxia-hypogonadism syndrome (ORPHA:1173), BOUCHER-NEUHAUSER SYNDROME (OMIM:215470), LAURENCE-MOON SYNDROME (OMIM:245800), TRICHOMEGALY WITH MENTAL RETARDATION, DW... (OMIM:275400), SPASTIC PARAPLEGIA 39, AUTOSOMAL RECESSI... (OMIM:612020)"
"GLA (2717)","FABRY DISEASE (OMIM:301500), Fabry disease (ORPHA:324)"
"NDUFA12 (55967)","LEIGH SYNDROME (OMIM:256000)"
"GLB1 (2720)","MUCOPOLYSACCHARIDOSIS TYPE IVB (OMIM:253010), GM1-GANGLIOSIDOSIS, TYPE I (OMIM:230500), GM1-GANGLIOSIDOSIS, TYPE II (OMIM:230600), GM1-GANGLIOSIDOSIS, TYPE III (OMIM:230650)"
"TMTC3 (160418)","LISSENCEPHALY 8 (OMIM:617255)"
"BRAF (673)","Cardiofaciocutaneous syndrome (ORPHA:1340), CARDIOFACIOCUTANEOUS SYNDROME 1 (OMIM:115150), Noonan syndrome with multiple lentigines (ORPHA:500), Craniopharyngioma (ORPHA:54595), LEOPARD SYNDROME 3 (OMIM:613707), Hashimoto-Pritzker syndrome (ORPHA:99872), NOONAN SYNDROME 1 (OMIM:163950), Noonan syndrome (ORPHA:648), NOONAN SYNDROME 7 (OMIM:613706), LUNG CANCERALVEOLAR CELL CARCINOMA, INCL... (OMIM:211980)"
"SYNJ1 (8867)","EPILEPTIC ENCEPHALOPATHY, EARLY INFANTIL... (OMIM:617389), PARKINSON DISEASE 20, EARLY-ONSET (OMIM:615530), Atypical juvenile parkinsonism (ORPHA:391411)"
"PMPCA (23203)","SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESS... (OMIM:213200), Autosomal recessive cerebelloparenchymal... (ORPHA:1170)"
"NF2 (4771)","SCHWANNOMATOSIS (OMIM:162091), NEUROFIBROMATOSIS, TYPE II (OMIM:101000), Neurofibromatosis type 2 (ORPHA:637), MENINGIOMA, FAMILIAL, SUSCEPTIBILITY TO (OMIM:607174)"
"NFIA (4774)","BRAIN MALFORMATIONS AND URINARY TRACT DE... (OMIM:613735)"
"MLC1 (23209)","MEGALENCEPHALIC LEUKOENCEPHALOPATHY WITH... (OMIM:604004)"
"FGD4 (121512)","CHARCOT-MARIE-TOOTH DISEASE, TYPE 4H (OMIM:609311)"
"SQSTM1 (8878)","MYOPATHY, DISTAL, WITH RIMMED VACUOLES (OMIM:617158), FRONTOTEMPORAL DEMENTIA AND/OR AMYOTROPH... (OMIM:616437), PAGET DISEASE OF BONE 3 (OMIM:167250), Amyotrophic lateral sclerosis (ORPHA:803), Behavioral variant of frontotemporal dem... (ORPHA:275864), PAGET DISEASE OF BONE 2, EARLY-ONSET (OMIM:602080), GNE myopathy (ORPHA:602), NEURODEGENERATION WITH ATAXIA, DYSTONIA,... (OMIM:617145)"
"GLI2 (2736)","CULLER-JONES SYNDROME (OMIM:615849), Combined pituitary hormone deficiencies,... (ORPHA:95494), HOLOPROSENCEPHALY 9 (OMIM:610829)"
"GLI3 (2737)","GREIG CEPHALOPOLYSYNDACTYLY SYNDROME (OMIM:175700), POLYDACTYLY, PREAXIAL IV (OMIM:174700), Greig cephalopolysyndactyly syndrome (ORPHA:380), POLYDACTYLY, POSTAXIAL, TYPE A1 (OMIM:174200), Acrocallosal syndrome (ORPHA:36), PALLISTER-HALL SYNDROME (OMIM:146510), TRACHEOESOPHAGEAL FISTULA WITH OR WITHOU... (OMIM:189960), Pallister-Hall syndrome (ORPHA:672)"
"ABCC8 (6833)","DIABETES MELLITUS, TRANSIENT NEONATAL, 2 (OMIM:610374), DEND syndrome (ORPHA:79134), DIABETES MELLITUS, PERMANENT NEONATAL (OMIM:606176), Transient neonatal diabetes mellitus (ORPHA:99886), HYPOGLYCEMIA, LEUCINE-INDUCED (OMIM:240800), HYPERINSULINEMIC HYPOGLYCEMIA, FAMILIAL,... (OMIM:256450), Permanent neonatal diabetes mellitus (ORPHA:99885), DIABETES MELLITUS, NONINSULIN-DEPENDENT (OMIM:125853), Autosomal dominant hyperinsulinism due t... (ORPHA:276575)"
"NBEAL2 (23218)","GRAY PLATELET SYNDROME (OMIM:139090), Gray platelet syndrome (ORPHA:721)"
"SURF1 (6834)","CHARCOT-MARIE-TOOTH DISEASE, TYPE 4K (OMIM:616684), LEIGH SYNDROME (OMIM:256000)"
"PGAP2 (27315)","HYPERPHOSPHATASIA WITH MENTAL RETARDATIO... (OMIM:614207)"
"GLRA1 (2741)","Hereditary hyperekplexia (ORPHA:3197), HYPEREKPLEXIA, HEREDITARY (OMIM:149400)"
"NFKB1 (4790)","IMMUNODEFICIENCY, COMMON VARIABLE, 12 (OMIM:616576), Common variable immunodeficiency (ORPHA:1572)"
"NFKB2 (4791)","Deficiency in anterior pituitary functio... (ORPHA:293978), IMMUNODEFICIENCY, COMMON VARIABLE, 10 (OMIM:615577), Common variable immunodeficiency (ORPHA:1572)"
"SYNE2 (23224)","EMERY-DREIFUSS MUSCULAR DYSTROPHY 5, AUT... (OMIM:612999)"
"MYPN (84665)","CARDIOMYOPATHY, DILATED, 1KK (OMIM:615248), Familial isolated dilated cardiomyopathy (ORPHA:154), NEMALINE MYOPATHY 11, AUTOSOMAL RECESSIV... (OMIM:617336)"
"NFKBIA (4792)","ECTODERMAL DYSPLASIA, ANHIDROTIC, WITH T... (OMIM:612132)"
"EIF2B4 (8890)","LEUKOENCEPHALOPATHY WITH VANISHING WHITE... (OMIM:603896)"
"AFG3L2 (10939)","SPASTIC ATAXIA 5, AUTOSOMAL RECESSIVE (OMIM:614487), SPINOCEREBELLAR ATAXIA 28 (OMIM:610246)"
"EIF2B3 (8891)","LEUKOENCEPHALOPATHY WITH VANISHING WHITE... (OMIM:603896)"
"VAMP1 (6843)","SPASTIC ATAXIA 1, AUTOSOMAL DOMINANT (OMIM:108600)"
"EIF2B2 (8892)","LEUKOENCEPHALOPATHY WITH VANISHING WHITE... (OMIM:603896)"
"FAM126A (84668)","LEUKODYSTROPHY, HYPOMYELINATING, 5 (OMIM:610532), Hypomyelination-congenital cataract synd... (ORPHA:85163)"
"BUB1B (701)","Mosaic variegated aneuploidy syndrome (ORPHA:1052), COLORECTAL CANCER (OMIM:114500), MOSAIC VARIEGATED ANEUPLOIDY SYNDROME 1 (OMIM:257300)"
"CFC1 (55997)","HETEROTAXY, VISCERAL, 2, AUTOSOMAL (OMIM:605376), CONOTRUNCAL HEART MALFORMATIONS (OMIM:217095), TRANSPOSITION OF THE GREAT ARTERIES, DEX... (OMIM:613853)"
"ARHGEF9 (23229)","EPILEPTIC ENCEPHALOPATHY, EARLY INFANTIL... (OMIM:300607)"
"EIF2B5 (8893)","LEUKOENCEPHALOPATHY WITH VANISHING WHITE... (OMIM:603896)"
"VPS13A (23230)","CHOREOACANTHOCYTOSIS (OMIM:200150), Choreoacanthocytosis (ORPHA:2388)"
"NGF (4803)","NEUROPATHY, HEREDITARY SENSORY AND AUTON... (OMIM:608654)"
"GM2A (2760)","GM2 gangliosidosis, AB variant (ORPHA:309246), GM2-GANGLIOSIDOSIS, AB VARIANT (OMIM:272750)"
"SGCE (8910)","Myoclonus-dystonia syndrome (ORPHA:36899), DYSTONIA 11, MYOCLONIC (OMIM:159900)"
"TBXT (6862)","SACRAL AGENESIS WITH VERTEBRAL ANOMALIES (OMIM:615709)"
"KIAA0556 (23247)","JOUBERT SYNDROME 26 (OMIM:616784), Joubert syndrome (ORPHA:475)"
"CACNA1G (8913)","SPINOCEREBELLAR ATAXIA 42 (OMIM:616795)"
"BCL10 (8915)","GASTRIC LYMPHOMA, PRIMARY (OMIM:137245), IMMUNODEFICIENCY 37 (OMIM:616098), MALT lymphoma (ORPHA:52417)"
"NIPA1 (123606)","SPASTIC PARAPLEGIA 6, AUTOSOMAL DOMINANT (OMIM:600363)"
"TAF1 (6872)","DYSTONIA 3, TORSION, X-LINKED (OMIM:314250), MENTAL RETARDATION, X-LINKED, SYNDROMIC ... (OMIM:300966)"
"GNAS (2778)","PITUITARY ADENOMA, GROWTH HORMONE-SECRET... (OMIM:102200), Mazabraud syndrome (ORPHA:57782), ACTH-INDEPENDENT MACRONODULAR ADRENAL HY... (OMIM:219080), Cushing syndrome due to macronodular adr... (ORPHA:189427), PSEUDOHYPOPARATHYROIDISM, TYPE IB (OMIM:603233), Pseudohypoparathyroidism type 1A (ORPHA:79443), Pseudohypoparathyroidism type 1C (ORPHA:79444), PSEUDOHYPOPARATHYROIDISM, TYPE IC (OMIM:612462), Pseudohypoparathyroidism type 1B (ORPHA:94089), OSSEOUS HETEROPLASIA, PROGRESSIVE (OMIM:166350), PSEUDOHYPOPARATHYROIDISM, TYPE IA (OMIM:103580), MCCUNE-ALBRIGHT SYNDROME (OMIM:174800), Progressive osseous heteroplasia (ORPHA:2762), McCune-Albright syndrome (ORPHA:562), PSEUDOPSEUDOHYPOPARATHYROIDISM (OMIM:612463)"
"DDHD2 (23259)","SPASTIC PARAPLEGIA 54, AUTOSOMAL RECESSI... (OMIM:615033)"
"COX4I2 (84701)","EXOCRINE PANCREATIC INSUFFICIENCY, DYSER... (OMIM:612714)"
"HERC2 (8924)","PRADER-WILLI SYNDROME (OMIM:176270), MENTAL RETARDATION, AUTOSOMAL RECESSIVE ... (OMIM:615516)"
"HERC1 (8925)","MACROCEPHALY, DYSMORPHIC FACIES, AND PSY... (OMIM:617011)"
"ROBO3 (64221)","Horizontal gaze palsy with progressive s... (ORPHA:2744), GAZE PALSY, FAMILIAL HORIZONTAL, WITH PR... (OMIM:607313)"
"NME1 (4830)","NEUROBLASTOMA (OMIM:256700)"
"GNB1 (2782)","LEUKEMIA, ACUTE LYMPHOBLASTIC (OMIM:613065), MENTAL RETARDATION, AUTOSOMAL DOMINANT 4... (OMIM:616973)"
"GTPBP3 (84705)","COMBINED OXIDATIVE PHOSPHORYLATION DEFIC... (OMIM:616198)"
"CLP1 (10978)","PONTOCEREBELLAR HYPOPLASIA, TYPE 10 (OMIM:615803)"
"GPT2 (84706)","MENTAL RETARDATION, AUTOSOMAL RECESSIVE ... (OMIM:616281)"
"TAF13 (6884)","MENTAL RETARDATION, AUTOSOMAL RECESSIVE ... (OMIM:617432), Autosomal recessive primary microcephaly (ORPHA:2512)"
"GNS (2799)","MUCOPOLYSACCHARIDOSIS, TYPE IIID (OMIM:252940)"
"AP3D1 (8943)","Ocular albinism (ORPHA:284804), HERMANSKY-PUDLAK SYNDROME 10 (OMIM:617050)"
"PIGO (84720)","HYPERPHOSPHATASIA WITH MENTAL RETARDATIO... (OMIM:614749)"
"NOTCH1 (4851)","AORTIC VALVE DISEASE 1 (OMIM:109730), Adams-Oliver syndrome (ORPHA:974), ADAMS-OLIVER SYNDROME 5 (OMIM:616028), Familial bicuspid aortic valve (ORPHA:402075)"
"NOTCH2 (4853)","ALAGILLE SYNDROME 2 (OMIM:610205), HAJDU-CHENEY SYNDROME (OMIM:102500), Acroosteolysis dominant type (ORPHA:955)"
"NOTCH3 (4854)","CEREBRAL ARTERIOPATHY, AUTOSOMAL DOMINAN... (OMIM:125310), CADASIL (ORPHA:136), Lateral meningocele syndrome (ORPHA:2789), Infantile myofibromatosis (ORPHA:2591), MYOFIBROMATOSIS, INFANTILE, 2 (OMIM:615293), LATERAL MENINGOCELE SYNDROME (OMIM:130720)"
"TBCD (6904)","ENCEPHALOPATHY, PROGRESSIVE, EARLY-ONSET... (OMIM:617193)"
"TBCE (6905)","HYPOPARATHYROIDISM-RETARDATION-DYSMORPHI... (OMIM:241410), Autosomal recessive Kenny-Caffey syndrom... (ORPHA:93324), Sanjad-Sakati syndrome (ORPHA:2323), KENNY-CAFFEY SYNDROME, TYPE 1 (OMIM:244460), ENCEPHALOPATHY, PROGRESSIVE, WITH AMYOTR... (OMIM:617207)"
"CA5A (763)","CARBONIC ANHYDRASE VA DEFICIENCY, HYPERA... (OMIM:615751)"
"TBP (6908)","SPINOCEREBELLAR ATAXIA 17 (OMIM:607136), Spinocerebellar ataxia type 17 (ORPHA:98759)"
"CA8 (767)","CEREBELLAR ATAXIA, MENTAL RETARDATION, A... (OMIM:613227), Dysequilibrium syndrome (ORPHA:1766)"
"NPC1 (4864)","NIEMANN-PICK DISEASE, TYPE C1 (OMIM:257220)"
"GPD1 (2819)","HYPERTRIGLYCERIDEMIA, TRANSIENT INFANTIL... (OMIM:614480)"
"BICD2 (23299)","SPINAL MUSCULAR ATROPHY, LOWER EXTREMITY... (OMIM:615290)"
"CA12 (771)","HYPERCHLORHIDROSIS, ISOLATED (OMIM:143860)"
"TBXAS1 (6916)","Ghosal hematodiaphyseal dysplasia (ORPHA:1802), BLEEDING DISORDER, PLATELET-TYPE, 14 (OMIM:614158), GHOSAL HEMATODIAPHYSEAL DYSPLASIA (OMIM:231095)"
"NPHS1 (4868)","NEPHROTIC SYNDROME, TYPE 1 (OMIM:256300), Congenital nephrotic syndrome, Finnish t... (ORPHA:839)"
"CACNA1A (773)","EPISODIC ATAXIA, TYPE 2 (OMIM:108500), SPINOCEREBELLAR ATAXIA 6 (OMIM:183086), Familial or sporadic hemiplegic migraine (ORPHA:569), MIGRAINE, FAMILIAL HEMIPLEGIC, 1 (OMIM:141500), EPILEPTIC ENCEPHALOPATHY, EARLY INFANTIL... (OMIM:617106)"
"MARS2 (92935)","SPASTIC ATAXIA 3, AUTOSOMAL RECESSIVE (OMIM:611390), COMBINED OXIDATIVE PHOSPHORYLATION DEFIC... (OMIM:616430)"
"SFXN4 (119559)","COMBINED OXIDATIVE PHOSPHORYLATION DEFIC... (OMIM:615578)"
"CACNA1B (774)","DYSTONIA 23 (OMIM:614860)"
"CACNA1S (779)","Hypokalemic periodic paralysis (ORPHA:681), Thyrotoxic periodic paralysis (ORPHA:79102), HYPOKALEMIC PERIODIC PARALYSIS, TYPE 1 (OMIM:170400)"
"HNF1A (6927)","Hyperinsulinism due to HNF1A deficiency (ORPHA:324575), MATURITY-ONSET DIABETES OF THE YOUNG, TY... (OMIM:600496), DIABETES MELLITUS, INSULIN-DEPENDENT, 20 (OMIM:612520), HEPATIC ADENOMAS, FAMILIAL (OMIM:142330), RENAL CELL CARCINOMA, NONPAPILLARY (OMIM:144700)"
"HNF1B (6928)","17q12 microdeletion syndrome (ORPHA:261265), RENAL CYSTS AND DIABETES SYNDROME (OMIM:137920), Renal cysts and diabetes syndrome (ORPHA:93111), DIABETES MELLITUS, NONINSULIN-DEPENDENT (OMIM:125853)"
"TCF3 (6929)","Autosomal agammaglobulinemia (ORPHA:33110), AGAMMAGLOBULINEMIA 8, AUTOSOMAL DOMINANT (OMIM:616941)"
"CACNB4 (785)","EPISODIC ATAXIA, TYPE 5 (OMIM:613855)"
"DNAJC13 (23317)","PARKINSON DISEASE 21 (OMIM:616361)"
"CAD (790)","EPILEPTIC ENCEPHALOPATHY, EARLY INFANTIL... (OMIM:616457)"
"VMA21 (203547)","MYOPATHY, X-LINKED, WITH EXCESSIVE AUTOP... (OMIM:310440)"
"RPGRIP1L (23322)","Joubert syndrome with renal defect (ORPHA:220497), Joubert syndrome with hepatic defect (ORPHA:1454), COACH SYNDROME (OMIM:216360), MECKEL SYNDROME, TYPE 5 (OMIM:611561), Meckel syndrome (ORPHA:564), JOUBERT SYNDROME 7 (OMIM:611560)"
"HSPB3 (8988)","NEURONOPATHY, DISTAL HEREDITARY MOTOR, T... (OMIM:613376)"
"NRAS (4893)","SCHIMMELPENNING-FEUERSTEIN-MIMS SYNDROME (OMIM:163200), THYROID CANCER, NONMEDULLARY, 2 (OMIM:188470), Linear nevus sebaceus syndrome (ORPHA:2612), MELANOSIS, NEUROCUTANEOUS (OMIM:249400), MELANOCYTIC NEVUS SYNDROME, CONGENITAL (OMIM:137550), COLORECTAL CANCER (OMIM:114500), Noonan syndrome (ORPHA:648), NOONAN SYNDROME 6 (OMIM:613224), RAS-ASSOCIATED AUTOIMMUNE LEUKOPROLIFERA... (OMIM:614470), Large congenital melanocytic nevus (ORPHA:626), NEVUS, KERATINOCYTIC, NONEPIDERMOLYTIC (OMIM:162900)"
"TRPA1 (8989)","EPISODIC PAIN SYNDROME, FAMILIAL, 1 (OMIM:615040)"
"NEDD4L (23327)","PERIVENTRICULAR NODULAR HETEROTOPIA 7 (OMIM:617201)"
"B4GAT1 (11041)","Walker-Warburg syndrome (ORPHA:899), MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (C... (OMIM:615287)"
"MID2 (11043)","MENTAL RETARDATION, X-LINKED 101 (OMIM:300928), X-linked non-syndromic intellectual disa... (ORPHA:777)"
"NOL3 (8996)","MYOCLONUS, FAMILIAL CORTICAL (OMIM:614937)"
"PRICKLE1 (144165)","Unverricht-Lundborg disease (ORPHA:308), EPILEPSY, PROGRESSIVE MYOCLONIC 1B (OMIM:612437)"
"BEAN1 (146227)","SPINOCEREBELLAR ATAXIA 31 (OMIM:117210)"
"SYNE1 (23345)","EMERY-DREIFUSS MUSCULAR DYSTROPHY 4, AUT... (OMIM:612998), Autosomal recessive ataxia, Beauce type (ORPHA:88644), SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESS... (OMIM:610743)"
"NTRK1 (4914)","INSENSITIVITY TO PAIN, CONGENITAL, WITH ... (OMIM:256800), THYROID CARCINOMA, FAMILIAL MEDULLARY (OMIM:155240), Hereditary sensory and autonomic neuropa... (ORPHA:642)"
"PCLO (27445)","PONTOCEREBELLAR HYPOPLASIA, TYPE 3 (OMIM:608027)"
"DOK7 (285489)","FETAL AKINESIA DEFORMATION SEQUENCE (OMIM:208150), MYASTHENIA, LIMB-GIRDLE, FAMILIAL (OMIM:254300), Fetal akinesia deformation sequence (ORPHA:994)"
"HGSNAT (138050)","Retinitis pigmentosa (ORPHA:791), MUCOPOLYSACCHARIDOSIS TYPE IIIC (OMIM:252930), RETINITIS PIGMENTOSA 73 (OMIM:616544)"
"NR4A2 (4929)","PARKINSON DISEASE, LATE-ONSET (OMIM:168600)"
"SLC19A3 (80704)","THIAMINE METABOLISM DYSFUNCTION SYNDROME... (OMIM:607483)"
"TRIOBP (11078)","DEAFNESS, AUTOSOMAL RECESSIVE 28 (OMIM:609823)"
"CASP10 (843)","AUTOIMMUNE LYMPHOPROLIFERATIVE SYNDROME,... (OMIM:603909), LYMPHOMA, NON-HODGKIN, FAMILIAL (OMIM:605027), GASTRIC CANCERGASTRIC CANCER, INTESTINAL... (OMIM:613659)"
"ISPD (729920)","MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (L... (OMIM:616052), MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (C... (OMIM:614643), Walker-Warburg syndrome (ORPHA:899)"
"GRID2 (2895)","SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESS... (OMIM:616204)"
"GRN (2896)","CEROID LIPOFUSCINOSIS, NEURONAL, 11 (OMIM:614706), Progressive non-fluent aphasia (ORPHA:100070), Behavioral variant of frontotemporal dem... (ORPHA:275864), FRONTOTEMPORAL LOBAR DEGENERATION WITH T... (OMIM:607485)"
"GRIK2 (2898)","MENTAL RETARDATION, AUTOSOMAL RECESSIVE ... (OMIM:611092)"
"LMNB2 (84823)","EPILEPSY, PROGRESSIVE MYOCLONIC, 9 (OMIM:616540), Partial acquired lipodystrophy (ORPHA:79087)"
"GRIN2A (2903)","LANDAU-KLEFFNER SYNDROME (OMIM:245570)"
"OCRL (4952)","Oculocerebrorenal syndrome of Lowe (ORPHA:534), LOWE OCULOCEREBRORENAL SYNDROME (OMIM:309000), DENT DISEASE 2 (OMIM:300555)"
"GRIN2B (2904)","West syndrome (ORPHA:3451), MENTAL RETARDATION, AUTOSOMAL DOMINANT 6 (OMIM:613970), EPILEPTIC ENCEPHALOPATHY, EARLY INFANTIL... (OMIM:616139)"
"SPECC1L (23384)","OPITZ GBBB SYNDROME, TYPE II (OMIM:145410), FACIAL CLEFTING, OBLIQUE, 1 (OMIM:600251), Hypertelorism, Teebi type (ORPHA:1519)"
"CAV1 (857)","LIPODYSTROPHY WITH CONGENITAL CATARACTS ... (OMIM:606721), PULMONARY HYPERTENSION, PRIMARY, 3 (OMIM:615343), Berardinelli-Seip congenital lipodystrop... (ORPHA:528), Limited cutaneous systemic sclerosis (ORPHA:220402), LIPODYSTROPHY, CONGENITAL GENERALIZED, T... (OMIM:612526), Diffuse cutaneous systemic sclerosis (ORPHA:220393)"
"GRIN2D (2906)","EPILEPTIC ENCEPHALOPATHY, EARLY INFANTIL... (OMIM:617162)"
"CAV3 (859)","RIPPLING MUSCLE DISEASE (OMIM:606072), CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 1 (OMIM:192600), MYOPATHY, DISTAL, TATEYAMA TYPE (OMIM:614321), CREATINE PHOSPHOKINASE, ELEVATED SERUM (OMIM:123320), MUSCULAR DYSTROPHY, LIMB-GIRDLE, TYPE 1C (OMIM:607801), LONG QT SYNDROME 9 (OMIM:611818)"
"TEAD1 (7003)","SVEINSSON CHORIORETINAL ATROPHY (OMIM:108985)"
