"Export for HP:0000118"
"Gene","Associated diseases"
"ZC4H2 (55906)","Intellectual disability-developmental de... (ORPHA:3454)"
"SSX1 (6756)","SARCOMA, SYNOVIAL (OMIM:300813)"
"ANKLE2 (23141)","MICROCEPHALY 16, PRIMARY, AUTOSOMAL RECE... (OMIM:616681), Autosomal recessive primary microcephaly (ORPHA:2512)"
"SSX2 (6757)","SARCOMA, SYNOVIAL (OMIM:300813)"
"ST14 (6768)","Ichthyosis-hypotrichosis syndrome (ORPHA:91132)"
"STAR (6770)","LIPOID CONGENITAL ADRENAL HYPERPLASIA (OMIM:201710)"
"NAGS (162417)","N-ACETYLGLUTAMATE SYNTHASE DEFICIENCY (OMIM:237310)"
"STAT1 (6772)","Autoimmune enteropathy and endocrinopath... (ORPHA:391487), MYCOBACTERIAL AND VIRAL INFECTIONS, SUSC... (OMIM:613796), IMMUNODEFICIENCY 31C (OMIM:614162), IMMUNODEFICIENCY 31A (OMIM:614892)"
"SLC39A8 (64116)","CONGENITAL DISORDER OF GLYCOSYLATION, TY... (OMIM:616721)"
"STAT2 (6773)","IMMUNODEFICIENCY 44 (OMIM:616636)"
"STAT3 (6774)","AUTOIMMUNE DISEASE, MULTISYSTEM, INFANTI... (OMIM:615952), HYPER-IgE RECURRENT INFECTION SYNDROME, ... (OMIM:147060), Autosomal dominant hyper-IgE syndrome (ORPHA:2314), Permanent neonatal diabetes mellitus (ORPHA:99885)"
"STAT4 (6775)","Behçet disease (ORPHA:117), Rheumatoid factor-negative juvenile idio... (ORPHA:85408), Oligoarticular juvenile idiopathic arthr... (ORPHA:85410)"
"SNORD118 (727676)","LEUKOENCEPHALOPATHY, BRAIN CALCIFICATION... (OMIM:614561)"
"STAT5B (6777)","GROWTH HORMONE INSENSITIVITY WITH IMMUNO... (OMIM:245590)"
"NUP205 (23165)","NEPHROTIC SYNDROME, TYPE 13 (OMIM:616893)"
"NOD2 (64127)","Blau syndrome (ORPHA:90340), BLAU SYNDROME (OMIM:186580)"
"SLC52A3 (113278)","BULBAR PALSY, PROGRESSIVE, OF CHILDHOOD (OMIM:211500), BROWN-VIALETTO-VAN LAERE SYNDROME 1 (OMIM:211530), Riboflavin transporter deficiency (ORPHA:97229)"
"ELOVL4 (6785)","Spinocerebellar ataxia type 34 (ORPHA:1955), Stargardt disease (ORPHA:827)"
"SLC35D1 (23169)","SCHNECKENBECKEN DYSPLASIA (OMIM:269250), Schneckenbecken dysplasia (ORPHA:3144)"
"STIM1 (6786)","Stormorken-Sjaastad-Langslet syndrome (ORPHA:3204), MYOPATHY, TUBULAR AGGREGATE, 1 (OMIM:160565), Tubular aggregate myopathy (ORPHA:2593), IMMUNODEFICIENCY 10 (OMIM:612783)"
"XYLT1 (64131)","DESBUQUOIS DYSPLASIA 2 (OMIM:615777), Desbuquois syndrome (ORPHA:1425)"
"GPD1L (23171)","BRUGADA SYNDROME 2 (OMIM:611777)"
"XYLT2 (64132)","Spondylo-ocular syndrome (ORPHA:85194), SPONDYLOOCULAR SYNDROME (OMIM:605822)"
"STK4 (6789)","T-CELL IMMUNODEFICIENCY, RECURRENT INFEC... (OMIM:614868)"
"LPIN1 (23175)","RHABDOMYOLYSIS, ACUTE RECURRENT (OMIM:268200)"
"IFIH1 (64135)","SINGLETON-MERTEN SYNDROME 1 (OMIM:182250), AICARDI-GOUTIERES SYNDROME 7 (OMIM:615846), Aicardi-Goutières syndrome (ORPHA:51)"
"CDKL5 (6792)","West syndrome (ORPHA:3451), Atypical Rett syndrome (ORPHA:3095), EPILEPTIC ENCEPHALOPATHY, EARLY INFANTIL... (OMIM:300672)"
"CDAN1 (146059)","ANEMIA, CONGENITAL DYSERYTHROPOIETIC, TY... (OMIM:224120)"
"STK11 (6794)","PANCREATIC CANCER (OMIM:260350), TESTICULAR GERM CELL TUMOR (OMIM:273300), PEUTZ-JEGHERS SYNDROME (OMIM:175200), Peutz-Jeghers syndrome (ORPHA:2869)"
"TTBK2 (146057)","SPINOCEREBELLAR ATAXIA 11 (OMIM:604432), Spinocerebellar ataxia type 11 (ORPHA:98767)"
"AURKC (6795)","MALE INFERTILITY WITH LARGE-HEADED, MULT... (OMIM:243060)"
"STX1A (6804)","Cystic fibrosis (ORPHA:586)"
"KANK1 (23189)","CEREBRAL PALSY, SPASTIC QUADRIPLEGIC, 2 (OMIM:612900)"
"GANAB (23193)","POLYCYSTIC KIDNEY DISEASE 3 (OMIM:600666)"
"STXBP1 (6812)","EPILEPTIC ENCEPHALOPATHY, EARLY INFANTIL... (OMIM:612164), Dravet syndrome (ORPHA:33069)"
"STXBP2 (6813)","HEMOPHAGOCYTIC LYMPHOHISTIOCYTOSIS, FAMI... (OMIM:613101)"
"NDUFA12 (55967)","LEIGH SYNDROME (OMIM:256000)"
"PMPCA (23203)","SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESS... (OMIM:213200), Autosomal recessive cerebelloparenchymal... (ORPHA:1170)"
"SULT2B1 (6820)","Lamellar ichthyosis (ORPHA:313)"
"ARL6IP1 (23204)","SPASTIC PARAPLEGIA 61, AUTOSOMAL RECESSI... (OMIM:615685)"
"SUOX (6821)","SULFOCYSTEINURIA (OMIM:272300)"
"KLHL7 (55975)","Retinitis pigmentosa (ORPHA:791), RETINITIS PIGMENTOSA 42 (OMIM:612943)"
"MLC1 (23209)","MEGALENCEPHALIC LEUKOENCEPHALOPATHY WITH... (OMIM:604004)"
"FGD4 (121512)","CHARCOT-MARIE-TOOTH DISEASE, TYPE 4H (OMIM:609311)"
"CARD9 (64170)","CANDIDIASIS, FAMILIAL, 2 (OMIM:212050)"
"P3H1 (64175)","OSTEOGENESIS IMPERFECTA, TYPE VIII (OMIM:610915)"
"ABCC8 (6833)","DIABETES MELLITUS, TRANSIENT NEONATAL, 2 (OMIM:610374), DEND syndrome (ORPHA:79134), DIABETES MELLITUS, PERMANENT NEONATAL (OMIM:606176), Transient neonatal diabetes mellitus (ORPHA:99886), HYPOGLYCEMIA, LEUCINE-INDUCED (OMIM:240800), HYPERINSULINEMIC HYPOGLYCEMIA, FAMILIAL,... (OMIM:256450), Permanent neonatal diabetes mellitus (ORPHA:99885), DIABETES MELLITUS, NONINSULIN-DEPENDENT (OMIM:125853), Autosomal dominant hyperinsulinism due t... (ORPHA:276575)"
"NBEAL2 (23218)","GRAY PLATELET SYNDROME (OMIM:139090), Gray platelet syndrome (ORPHA:721)"
"SURF1 (6834)","CHARCOT-MARIE-TOOTH DISEASE, TYPE 4K (OMIM:616684), LEIGH SYNDROME (OMIM:256000)"
"SUMF1 (285362)","Multiple sulfatase deficiency (ORPHA:585), MULTIPLE SULFATASE DEFICIENCY (OMIM:272200)"
"SYNE2 (23224)","EMERY-DREIFUSS MUSCULAR DYSTROPHY 5, AUT... (OMIM:612999)"
"VAMP1 (6843)","SPASTIC ATAXIA 1, AUTOSOMAL DOMINANT (OMIM:108600)"
"CFC1 (55997)","HETEROTAXY, VISCERAL, 2, AUTOSOMAL (OMIM:605376), CONOTRUNCAL HEART MALFORMATIONS (OMIM:217095), TRANSPOSITION OF THE GREAT ARTERIES, DEX... (OMIM:613853)"
"ARHGEF9 (23229)","EPILEPTIC ENCEPHALOPATHY, EARLY INFANTIL... (OMIM:300607)"
"VAMP7 (6845)","46,XY partial gonadal dysgenesis (ORPHA:251510)"
"VPS13A (23230)","CHOREOACANTHOCYTOSIS (OMIM:200150), Choreoacanthocytosis (ORPHA:2388)"
"ADAMTS17 (170691)","WEILL-MARCHESANI-LIKE SYNDROME (OMIM:613195)"
"PLCB1 (23236)","West syndrome (ORPHA:3451), EPILEPTIC ENCEPHALOPATHY, EARLY INFANTIL... (OMIM:613722)"
"SYN1 (6853)","X-linked epilepsy-learning disabilities-... (ORPHA:85294), EPILEPSY, X-LINKED, WITH VARIABLE LEARNI... (OMIM:300491)"
"ADAMTS18 (170692)","MICROCORNEA, MYOPIC CHORIORETINAL ATROPH... (OMIM:615458)"
"SMG9 (56006)","HEART AND BRAIN MALFORMATION SYNDROME (OMIM:616920)"
"SYP (6855)","MENTAL RETARDATION, X-LINKED 96 (OMIM:300802), X-linked non-syndromic intellectual disa... (ORPHA:777)"
"HYLS1 (219844)","Hydrolethalus (ORPHA:2189), HYDROLETHALUS SYNDROME 1 (OMIM:236680), Joubert syndrome (ORPHA:475)"
"TBXT (6862)","SACRAL AGENESIS WITH VERTEBRAL ANOMALIES (OMIM:615709)"
"KIAA0556 (23247)","JOUBERT SYNDROME 26 (OMIM:616784), Joubert syndrome (ORPHA:475)"
"TRPV3 (162514)","PALMOPLANTAR KERATODERMA, MUTILATING, WI... (OMIM:614594), PALMOPLANTAR KERATODERMA, NONEPIDERMOLYT... (OMIM:616400)"
"ATP11A (23250)","Idiopathic pulmonary fibrosis (ORPHA:2032)"
"TAC3 (6866)","HYPOGONADOTROPIC HYPOGONADISM 10 WITH OR... (OMIM:614839), Normosmic congenital hypogonadotropic hy... (ORPHA:432)"
"ADAM17 (6868)","INFLAMMATORY SKIN AND BOWEL DISEASE, NEO... (OMIM:614328)"
"TACR3 (6870)","HYPOGONADOTROPIC HYPOGONADISM 11 WITH OR... (OMIM:614840), Kallmann syndrome (ORPHA:478), Normosmic congenital hypogonadotropic hy... (ORPHA:432)"
"TAF1 (6872)","DYSTONIA 3, TORSION, X-LINKED (OMIM:314250), MENTAL RETARDATION, X-LINKED, SYNDROMIC ... (OMIM:300966)"
"TAF2 (6873)","MENTAL RETARDATION, AUTOSOMAL RECESSIVE ... (OMIM:615599)"
"SEMA4A (64218)","Retinitis pigmentosa (ORPHA:791), RETINITIS PIGMENTOSA 35 (OMIM:610282), CONE-ROD DYSTROPHY 10 (OMIM:610283), Cone rod dystrophy (ORPHA:1872)"
"DDHD2 (23259)","SPASTIC PARAPLEGIA 54, AUTOSOMAL RECESSI... (OMIM:615033)"
"TAF4B (6875)","SPERMATOGENIC FAILURE 13 (OMIM:615841), Male infertility with azoospermia or oli... (ORPHA:399805)"
"STRA6 (64220)","MICROPHTHALMIA, SYNDROMIC 9 (OMIM:601186)"
"CAMTA1 (23261)","CEREBELLAR ATAXIA, NONPROGRESSIVE, WITH ... (OMIM:614756)"
"ROBO3 (64221)","Horizontal gaze palsy with progressive s... (ORPHA:2744), GAZE PALSY, FAMILIAL HORIZONTAL, WITH PR... (OMIM:607313)"
"TAF6 (6878)","ALAZAMI-YUAN SYNDROME (OMIM:617126)"
"TAF13 (6884)","MENTAL RETARDATION, AUTOSOMAL RECESSIVE ... (OMIM:617432), Autosomal recessive primary microcephaly (ORPHA:2512)"
"MAP3K7 (6885)","CARDIOSPONDYLOCARPOFACIAL SYNDROME (OMIM:157800), Cardiospondylocarpofacial syndrome (ORPHA:3238), FRONTOMETAPHYSEAL DYSPLASIA 2 (OMIM:617137), Frontometaphyseal dysplasia (ORPHA:1826)"
"TAL1 (6886)","LEUKEMIA, ACUTE LYMPHOBLASTIC (OMIM:613065)"
"TAL2 (6887)","LEUKEMIA, ACUTE LYMPHOBLASTIC (OMIM:613065)"
"TALDO1 (6888)","TRANSALDOLASE DEFICIENCY (OMIM:606003), Transaldolase deficiency (ORPHA:101028)"
"TAP1 (6890)","BARE LYMPHOCYTE SYNDROME, TYPE I (OMIM:604571)"
"TAP2 (6891)","BARE LYMPHOCYTE SYNDROME, TYPE I (OMIM:604571)"
"TAPBP (6892)","BARE LYMPHOCYTE SYNDROME, TYPE I (OMIM:604571)"
"ABCG5 (64240)","Homozygous familial hypercholesterolemia (ORPHA:391665), SITOSTEROLEMIA (OMIM:210250)"
"ABCG8 (64241)","Homozygous familial hypercholesterolemia (ORPHA:391665), SITOSTEROLEMIA (OMIM:210250)"
"TAT (6898)","TYROSINE TRANSAMINASE DEFICIENCY (OMIM:276600)"
"TBX1 (6899)","DIGEORGE SYNDROME (OMIM:188400), TETRALOGY OF FALLOT (OMIM:187500), 22q11.2 microduplication syndrome (ORPHA:1727), VELOCARDIOFACIAL SYNDROME (OMIM:192430), CONOTRUNCAL HEART MALFORMATIONS (OMIM:217095), 22q11.2 deletion syndrome (ORPHA:567)"
"CNTN2 (6900)","EPILEPSY, FAMILIAL ADULT MYOCLONIC, 5 (OMIM:615400), Benign adult familial myoclonic epilepsy (ORPHA:86814)"
"ALG1 (56052)","ALG1-CDG (ORPHA:79327), CONGENITAL DISORDER OF GLYCOSYLATION, TY... (OMIM:608540)"
"TAZ (6901)","Familial isolated dilated cardiomyopathy (ORPHA:154), Barth syndrome (ORPHA:111), BARTH SYNDROME (OMIM:302060)"
"SLC38A8 (146167)","FOVEAL HYPOPLASIA 2 (OMIM:609218)"
"TBCD (6904)","ENCEPHALOPATHY, PROGRESSIVE, EARLY-ONSET... (OMIM:617193)"
"TBCE (6905)","HYPOPARATHYROIDISM-RETARDATION-DYSMORPHI... (OMIM:241410), Autosomal recessive Kenny-Caffey syndrom... (ORPHA:93324), Sanjad-Sakati syndrome (ORPHA:2323), KENNY-CAFFEY SYNDROME, TYPE 1 (OMIM:244460), ENCEPHALOPATHY, PROGRESSIVE, WITH AMYOTR... (OMIM:617207)"
"TBP (6908)","SPINOCEREBELLAR ATAXIA 17 (OMIM:607136), Spinocerebellar ataxia type 17 (ORPHA:98759)"
"TBX5 (6910)","Holt-Oram syndrome (ORPHA:392), HOLT-ORAM SYNDROME (OMIM:142900)"
"TBX6 (6911)","SPONDYLOCOSTAL DYSOSTOSIS 5 (OMIM:122600), Autosomal dominant spondylocostal dysost... (ORPHA:1797)"
"TBX15 (6913)","COUSIN SYNDROME (OMIM:260660), Pelviscapular dysplasia (ORPHA:93333)"
"BICD2 (23299)","SPINAL MUSCULAR ATROPHY, LOWER EXTREMITY... (OMIM:615290)"
"TBXAS1 (6916)","Ghosal hematodiaphyseal dysplasia (ORPHA:1802), BLEEDING DISORDER, PLATELET-TYPE, 14 (OMIM:614158), GHOSAL HEMATODIAPHYSEAL DYSPLASIA (OMIM:231095)"
"CYP4V2 (285440)","BIETTI CRYSTALLINE CORNEORETINAL DYSTROP... (OMIM:210370)"
"OTOA (146183)","DEAFNESS, AUTOSOMAL RECESSIVE 22 (OMIM:607039)"
"TCF4 (6925)","Primary sclerosing cholangitis (ORPHA:171), CORNEAL DYSTROPHY, FUCHS ENDOTHELIAL, 3 (OMIM:613267), Pitt-Hopkins syndrome (ORPHA:2896), PITT-HOPKINS SYNDROME (OMIM:610954)"
"TBX3 (6926)","Ulnar-mammary syndrome (ORPHA:3138), ULNAR-MAMMARY SYNDROME (OMIM:181450)"
"HNF1A (6927)","Hyperinsulinism due to HNF1A deficiency (ORPHA:324575), MATURITY-ONSET DIABETES OF THE YOUNG, TY... (OMIM:600496), DIABETES MELLITUS, INSULIN-DEPENDENT, 20 (OMIM:612520), HEPATIC ADENOMAS, FAMILIAL (OMIM:142330), RENAL CELL CARCINOMA, NONPAPILLARY (OMIM:144700)"
"HNF1B (6928)","17q12 microdeletion syndrome (ORPHA:261265), RENAL CYSTS AND DIABETES SYNDROME (OMIM:137920), Renal cysts and diabetes syndrome (ORPHA:93111), DIABETES MELLITUS, NONINSULIN-DEPENDENT (OMIM:125853)"
"DMXL2 (23312)","POLYENDOCRINE-POLYNEUROPATHY SYNDROME (OMIM:616113)"
"TCF3 (6929)","Autosomal agammaglobulinemia (ORPHA:33110), AGAMMAGLOBULINEMIA 8, AUTOSOMAL DOMINANT (OMIM:616941)"
"SATB2 (23314)","GLASS SYNDROME (OMIM:612313), 2q32q33 microdeletion syndrome (ORPHA:251019)"
"DNAJC13 (23317)","PARKINSON DISEASE 21 (OMIM:616361)"
"ZEB1 (6935)","CORNEAL DYSTROPHY, FUCHS ENDOTHELIAL, 6 (OMIM:613270), CORNEAL DYSTROPHY, POSTERIOR POLYMORPHOU... (OMIM:609141)"
"VMA21 (203547)","MYOPATHY, X-LINKED, WITH EXCESSIVE AUTOP... (OMIM:310440)"
"TRIM2 (23321)","CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYP... (OMIM:615490)"
"RPGRIP1L (23322)","Joubert syndrome with renal defect (ORPHA:220497), Joubert syndrome with hepatic defect (ORPHA:1454), COACH SYNDROME (OMIM:216360), MECKEL SYNDROME, TYPE 5 (OMIM:611561), Meckel syndrome (ORPHA:564), JOUBERT SYNDROME 7 (OMIM:611560)"
"TCF12 (6938)","Isolated plagiocephaly (ORPHA:35098), Isolated brachycephaly (ORPHA:35099), CRANIOSYNOSTOSIS 3 (OMIM:615314)"
"WASHC4 (23325)","MENTAL RETARDATION, AUTOSOMAL RECESSIVE ... (OMIM:615817)"
"NEDD4L (23327)","PERIVENTRICULAR NODULAR HETEROTOPIA 7 (OMIM:617201)"
"MLX (6945)","Takayasu arteritis (ORPHA:3287)"
"TCN2 (6948)","Transcobalamin deficiency (ORPHA:859), TRANSCOBALAMIN II DEFICIENCY (OMIM:275350)"
"TCOF1 (6949)","TREACHER COLLINS SYNDROME 1 (OMIM:154500), Treacher-Collins syndrome (ORPHA:861)"
"SZT2 (23334)","EPILEPTIC ENCEPHALOPATHY, EARLY INFANTIL... (OMIM:615476)"
"BEAN1 (146227)","SPINOCEREBELLAR ATAXIA 31 (OMIM:117210)"
"SYNE1 (23345)","EMERY-DREIFUSS MUSCULAR DYSTROPHY 4, AUT... (OMIM:612998), Autosomal recessive ataxia, Beauce type (ORPHA:88644), SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESS... (OMIM:610743)"
"SMCHD1 (23347)","Facioscapulohumeral dystrophy (ORPHA:269), Hyposmia-nasal and ocular hypoplasia-hyp... (ORPHA:2250), FACIOSCAPULOHUMERAL MUSCULAR DYSTROPHY 2 (OMIM:158901), BOSMA ARHINIA MICROPHTHALMIA SYNDROME (OMIM:603457)"
"DOK7 (285489)","FETAL AKINESIA DEFORMATION SEQUENCE (OMIM:208150), MYASTHENIA, LIMB-GIRDLE, FAMILIAL (OMIM:254300), Fetal akinesia deformation sequence (ORPHA:994)"
"BHLHA9 (727857)","CAMPTOSYNPOLYDACTYLY, COMPLEX (OMIM:607539), SYNDACTYLY, MESOAXIAL SYNOSTOTIC, WITH P... (OMIM:609432), Mesoaxial synostotic syndactyly with pha... (ORPHA:157801), Tibial aplasia-ectrodactyly syndrome (ORPHA:3329)"
"SLC26A5 (375611)","DEAFNESS, AUTOSOMAL RECESSIVE 61 (OMIM:613865)"
"HGSNAT (138050)","Retinitis pigmentosa (ORPHA:791), MUCOPOLYSACCHARIDOSIS TYPE IIIC (OMIM:252930), RETINITIS PIGMENTOSA 73 (OMIM:616544)"
"SLC19A3 (80704)","THIAMINE METABOLISM DYSFUNCTION SYNDROME... (OMIM:607483)"
"SOX17 (64321)","VESICOURETERAL REFLUX 3 (OMIM:613674)"
"OBSL1 (23363)","THREE M SYNDROME 2 (OMIM:612921), 3M syndrome (ORPHA:2616)"
"NSD1 (64324)","SOTOS SYNDROME 1 (OMIM:117550), Weaver syndrome (ORPHA:3447), Sotos syndrome (ORPHA:821), 5q35 microduplication syndrome (ORPHA:228415), BECKWITH-WIEDEMANN SYNDROME (OMIM:130650)"
"LMBR1 (64327)","SYNDACTYLY, TYPE IV (OMIM:186200), Hypoplastic tibiae-postaxial polydactyly... (ORPHA:3332), LAURIN-SANDROW SYNDROME (OMIM:135750), TIBIA, HYPOPLASIA OR APLASIA OF, WITH PO... (OMIM:188740), Syndactyly type 4 (ORPHA:93405), Acheiropodia (ORPHA:931), Laurin-Sandrow syndrome (ORPHA:2378), POLYDACTYLY, PREAXIAL II (OMIM:174500), ACHEIROPODY ACHEIROPODIA ACHEIROPODY, BR... (OMIM:200500)"
"ARHGEF18 (23370)","Retinitis pigmentosa (ORPHA:791), RETINITIS PIGMENTOSA 78 (OMIM:617433)"
"MUC5B (727897)","Idiopathic pulmonary fibrosis (ORPHA:2032)"
"SPECC1L (23384)","OPITZ GBBB SYNDROME, TYPE II (OMIM:145410), FACIAL CLEFTING, OBLIQUE, 1 (OMIM:600251), Hypertelorism, Teebi type (ORPHA:1519)"
"NCSTN (23385)","ACNE INVERSA, FAMILIAL (OMIM:142690)"
"BBS5 (129880)","BARDET-BIEDL SYNDROME 5 (OMIM:615983), Bardet-Biedl syndrome (ORPHA:110)"
"TEAD1 (7003)","SVEINSSON CHORIORETINAL ATROPHY (OMIM:108985)"
"MED13L (23389)","MENTAL RETARDATION AND DISTINCTIVE FACIA... (OMIM:616789), TRANSPOSITION OF THE GREAT ARTERIES, DEX... (OMIM:608808)"
"TECTA (7007)","DEAFNESS, AUTOSOMAL RECESSIVE 21 (OMIM:603629), DEAFNESS, AUTOSOMAL DOMINANT NONSYNDROMI... (OMIM:601543)"
"TEX11 (56159)","Male infertility with azoospermia or oli... (ORPHA:399805), SPERMATOGENIC FAILURE, X-LINKED, 2 (OMIM:309120)"
"NSMCE3 (56160)","LUNG DISEASE, IMMUNODEFICIENCY, AND CHRO... (OMIM:617241)"
"ADNP (23394)","HELSMOORTEL-VAN DER AA SYNDROME (OMIM:615873)"
"TEK (7010)","Blue rubber bleb nevus (ORPHA:1059), VENOUS MALFORMATIONS, MULTIPLE CUTANEOUS... (OMIM:600195), Congenital glaucoma (ORPHA:98976), GLAUCOMA 3, PRIMARY CONGENITAL, E (OMIM:617272), GLAUCOMA 3, PRIMARY INFANTILE, B (OMIM:600975)"
"MPIG6B (80739)","THROMBOCYTOPENIA, ANEMIA, AND MYELOFIBRO... (OMIM:617441)"
"LARS2 (23395)","HYDROPS, LACTIC ACIDOSIS, AND SIDEROBLAS... (OMIM:617021), PERRAULT SYNDROME 4 (OMIM:615300)"
"TERC (7012)","Dyskeratosis congenita (ORPHA:1775), DYSKERATOSIS CONGENITA, AUTOSOMAL DOMINA... (OMIM:127550), Idiopathic pulmonary fibrosis (ORPHA:2032)"
"PIP5K1C (23396)","LETHAL CONGENITAL CONTRACTURE SYNDROME 3 (OMIM:611369)"
"TERT (7015)","Dyskeratosis congenita (ORPHA:1775), DYSKERATOSIS CONGENITA, AUTOSOMAL DOMINA... (OMIM:127550), Familial melanoma (ORPHA:618), PULMONARY FIBROSIS, IDIOPATHIC (OMIM:178500), APLASTIC ANEMIA (OMIM:609135), Hoyeraal-Hreidarsson syndrome (ORPHA:3322), Idiopathic pulmonary fibrosis (ORPHA:2032)"
"ATP13A2 (23400)","SPASTIC PARAPLEGIA 78, AUTOSOMAL RECESSI... (OMIM:617225), KUFOR-RAKEB SYNDROME (OMIM:606693)"
"TF (7018)","Congenital atransferrinemia (ORPHA:1195), ATRANSFERRINEMIA (OMIM:209300)"
"TFAM (7019)","MITOCHONDRIAL DNA DEPLETION SYNDROME 15 ... (OMIM:617156)"
"TSEN2 (80746)","PONTOCEREBELLAR HYPOPLASIA, TYPE 2B (OMIM:612389)"
"TFAP2A (7020)","BRANCHIOOCULOFACIAL SYNDROME (OMIM:113620), Branchio-oculo-facial syndrome (ORPHA:1297)"
"ANKH (56172)","CHONDROCALCINOSIS 2 (OMIM:118600), Familial calcium pyrophosphate depositio... (ORPHA:1416), Craniometaphyseal dysplasia (ORPHA:1522), CRANIOMETAPHYSEAL DYSPLASIA, AUTOSOMAL D... (OMIM:123000)"
"DICER1 (23405)","RHABDOMYOSARCOMA, EMBRYONAL, 2 (OMIM:180295), PLEUROPULMONARY BLASTOMA (OMIM:601200), Familial multinodular goiter (ORPHA:276399), GOITER, MULTINODULAR 1 (OMIM:138800)"
"TFAP2B (7021)","CHAR SYNDROME (OMIM:169100), PATENT DUCTUS ARTERIOSUS 2 (OMIM:617035), Char syndrome (ORPHA:46627)"
"NR2F1 (7025)","BOSCH-BOONSTRA-SCHAAF OPTIC ATROPHY SYND... (OMIM:615722)"
"NR2F2 (7026)","CONGENITAL HEART DEFECTS, MULTIPLE TYPES... (OMIM:615779)"
"ZFPM2 (23414)","TETRALOGY OF FALLOT (OMIM:187500), 46,XY partial gonadal dysgenesis (ORPHA:251510), DIAPHRAGMATIC HERNIA 3 (OMIM:610187), 46,XY SEX REVERSAL 9 (OMIM:616067), Tetralogy of Fallot (ORPHA:3303), Congenital diaphragmatic hernia (ORPHA:2140)"
"SIL1 (64374)","MARINESCO-SJOGREN SYNDROME (OMIM:248800), Marinesco-Sjögren syndrome (ORPHA:559)"
"TFE3 (7030)","RENAL CELL CARCINOMA, Xp11-ASSOCIATED (OMIM:300854)"
"MLYCD (23417)","MALONYL-COA DECARBOXYLASE DEFICIENCY (OMIM:248360)"
"CHST8 (64377)","PEELING SKIN SYNDROME 3 (OMIM:616265)"
"CRB1 (23418)","Retinitis pigmentosa (ORPHA:791), PIGMENTED PARAVENOUS CHORIORETINAL ATROP... (OMIM:172870), RETINITIS PIGMENTOSA 12 (OMIM:600105), LEBER CONGENITAL AMAUROSIS 8 (OMIM:613835), Leber congenital amaurosis (ORPHA:65)"
"TFR2 (7036)","HEMOCHROMATOSIS, TYPE 3 (OMIM:604250)"
"TFRC (7037)","IMMUNODEFICIENCY 46 (OMIM:616740)"
"TG (7038)","THYROID HORMONOGENESIS, GENETIC DEFECT I... (OMIM:274700), Familial thyroid dyshormonogenesis (ORPHA:95716)"
"TGFA (7039)","Oligodontia (ORPHA:99798)"
"TDRD7 (23424)","CATARACT, AUTOSOMAL RECESSIVE CONGENITAL... (OMIM:613887)"
"TGFB1 (7040)","CAMURATI-ENGELMANN DISEASE (OMIM:131300), Cystic fibrosis (ORPHA:586), Camurati-Engelmann disease (ORPHA:1328)"
"TGFB2 (7042)","Familial thoracic aortic aneurysm and ao... (ORPHA:91387), LOEYS-DIETZ SYNDROME, TYPE 4 (OMIM:614816)"
"GRIP1 (23426)","Fraser syndrome (ORPHA:2052), FRASER SYNDROME (OMIM:219000)"
"TGFB3 (7043)","Familial thoracic aortic aneurysm and ao... (ORPHA:91387), ARRHYTHMOGENIC RIGHT VENTRICULAR DYSPLAS... (OMIM:107970), LOEYS-DIETZ SYNDROME 5 (OMIM:615582)"
"TGFBI (7045)","CORNEAL DYSTROPHY, LATTICE TYPE I (OMIM:122200), GROENOUW TYPE I CORNEAL DYSTROPHY (OMIM:121900), CORNEAL DYSTROPHY OF BOWMAN LAYER, TYPE ... (OMIM:602082), CORNEAL DYSTROPHY, LATTICE TYPE IIIA (OMIM:608471), CORNEAL DYSTROPHY OF BOWMAN LAYER, TYPE ... (OMIM:608470), CORNEAL DYSTROPHY, EPITHELIAL BASEMENT M... (OMIM:121820), CORNEAL DYSTROPHY, AVELLINO TYPE (OMIM:607541)"
"TGFBR1 (7046)","Familial thoracic aortic aneurysm and ao... (ORPHA:91387), Loeys-Dietz syndrome (ORPHA:60030)"
"AP4E1 (23431)","SPASTIC PARAPLEGIA 51, AUTOSOMAL RECESSI... (OMIM:613744), STUTTERING, FAMILIAL PERSISTENT, 1 (OMIM:184450)"
"TGFBR2 (7048)","Familial thoracic aortic aneurysm and ao... (ORPHA:91387), Squamous cell carcinoma of esophagus (ORPHA:99977), COLORECTAL CANCER, HEREDITARY NONPOLYPOS... (OMIM:614331), LOEYS-DIETZ SYNDROME 2 (OMIM:610168), Lynch syndrome (ORPHA:144), ESOPHAGEAL CANCERESOPHAGEAL SQUAMOUS CEL... (OMIM:133239), Loeys-Dietz syndrome (ORPHA:60030)"
"GPR161 (23432)","Pituitary stalk interruption syndrome (ORPHA:95496)"
"B9D2 (80776)","MECKEL SYNDROME, TYPE 10 (OMIM:614175), Meckel syndrome (ORPHA:564)"
"TGIF1 (7050)","HOLOPROSENCEPHALY 4 (OMIM:142946)"
"TGM1 (7051)","Self-healing collodion baby (ORPHA:281122), Congenital non-bullous ichthyosiform ery... (ORPHA:79394), Acral self-healing collodion baby (ORPHA:281127), ICHTHYOSIS, CONGENITAL, AUTOSOMAL RECESS... (OMIM:242300), Lamellar ichthyosis (ORPHA:313), Bathing suit ichthyosis (ORPHA:100976)"
